FID,OBJECTID,DISTRICT_N,MUNICIPALI,VR_DISTRIC,WARD,PRECINCT,VOTERS,DISTRICT,VOTE_ID
223,617,HERSHEY ROAD,MOUNT JOY TOWNSHIP,6004.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,460,
224,618,MILTON GROVE,MOUNT JOY TOWNSHIP,6001.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,460,
225,619,CLOVERLEAF,MOUNT JOY TOWNSHIP,6003.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,460,
226,620,FAIRVIEW,MOUNT JOY TOWNSHIP,6002.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,460,
227,621,UNION SQUARE,RAPHO TOWNSHIP,6503.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,540,
228,622,ELM TREE 2,RAPHO TOWNSHIP,6504.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,540,
229,623,WILLOW CREEK,RAPHO TOWNSHIP,6505.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,540,
230,624,SPORTING HILL,RAPHO TOWNSHIP,6501.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,540,
231,625,CLAY NEWPORT,WARWICK TOWNSHIP,6905.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,600,
232,626,NEWPORT WEST,WARWICK TOWNSHIP,6909.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,600,
233,627,HILLTOP MANOR,WARWICK TOWNSHIP,6906.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,600,
234,628,BRUNNERVILLE,WARWICK TOWNSHIP,6901.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,600,
235,629,WOODCREST,WARWICK TOWNSHIP,6904.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,600,
236,630,SOUTHWEST,WARWICK TOWNSHIP,6910.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,600,
237,631,KISSEL HILL,WARWICK TOWNSHIP,6902.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,600,
238,632,MILLPORT,WARWICK TOWNSHIP,6908.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,600,
239,633,ROTHSVILLE,WARWICK TOWNSHIP,6903.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,600,
240,634,23,MANHEIM TOWNSHIP,5723.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
241,795,PETERSBURG,EAST HEMPFIELD TOWNSHIP,4913.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
